GeoFips,GeoName,LineCode,Description,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
11000,District of Columbia,2,  Private industries,70531.7,71926.2,72865.7,73378.1,75414.4,77689.7,79421.4,80166.9,82308.1,83670.3,80700.2,85029.8
11000,District of Columbia,12,    Manufacturing,281.5,294.7,227.9,236.5,207.7,229.3,247.5,256.4,255.7,242.6,249.7,281.4
11000,District of Columbia,14,        Wood product manufacturing,0.4,0.8,1.5,1.2,0.7,0.6,0.4,0.3,0.5,1.3,1,0.9
11000,District of Columbia,15,        Nonmetallic mineral product manufacturing,10.1,12.2,14.6,21.6,28.5,31.3,31.6,29.4,22.9,25.7,29.2,27.3
11000,District of Columbia,16,        Primary metal manufacturing,1.7,1.7,2.2,2.6,1.2,3.5,1.7,7.1,13.8,10.5,13.1,8.8
11000,District of Columbia,17,        Fabricated metal product manufacturing,11,9.4,10.4,8.4,6.9,7.7,6.9,6.9,8.8,7.6,7,6.7
11000,District of Columbia,18,        Machinery manufacturing,0.6,0.8,1.4,3.7,2.6,3.2,6.4,9,8.8,7.4,8.2,10.8
11000,District of Columbia,19,        Computer and electronic product manufacturing,29.9,25.5,23.3,30.5,31.6,37.4,43.5,57.5,64.3,56.9,60,76.1
11000,District of Columbia,20,"        Electrical equipment, appliance, and component manufacturing",0.3,0.9,0.4,0.7,0.3,0.5,1.1,2.7,1.9,1.4,2,2
11000,District of Columbia,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",0,(L),0.1,0.1,0,0,0,0,0,0,0,0.3
11000,District of Columbia,22,        Other transportation equipment manufacturing,0,0,0,0,0,1.1,3.6,4.8,4,0,16.5,21.7
11000,District of Columbia,23,        Furniture and related product manufacturing,9.3,12.2,11.6,9.8,7.4,11.9,13.8,9.5,9.8,9.6,9.8,9.4
11000,District of Columbia,24,        Miscellaneous manufacturing,5.5,4.8,4.6,6.6,6.3,6.1,12,6.7,13.2,14.1,5.7,6.8
11000,District of Columbia,26,        Food and beverage and tobacco product manufacturing,13.1,22.9,27.8,24.8,21.4,29.6,31.6,31.9,30.3,31.8,29.2,38.9
11000,District of Columbia,27,        Textile mills and textile product mills,2.2,1.2,1.8,1.8,2.3,3.1,3.2,4.2,4.4,4.4,2.6,2
11000,District of Columbia,28,"        Apparel, leather, and allied product manufacturing",0.7,0.9,1,1.1,1.1,1.4,1.1,1.1,1,1.2,0.4,0.6
11000,District of Columbia,29,        Paper manufacturing,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.4,0.8
11000,District of Columbia,30,        Printing and related support activities,37.7,28.4,30.3,32.4,31,30.3,32.3,28.4,26.7,20.9,10.9,9.8
11000,District of Columbia,31,        Petroleum and coal products manufacturing,84.8,80.1,1.4,0.1,0.7,1.2,(L),0.1,0.1,0.3,0.2,0.2
11000,District of Columbia,32,        Chemical manufacturing,75.5,94.7,95.2,90.8,65.4,60.9,59,60.9,53.5,55.2,59.5,66.6
11000,District of Columbia,33,        Plastics and rubber products manufacturing,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.2
12000,Florida,2,  Private industries,671451,671642.7,678672,696802.1,720555.7,756744.7,784121.3,813846.2,846767.2,872118.7,852296.1,930921.1
12000,Florida,12,    Manufacturing,38274.7,37908.8,36850.8,39904.2,42285.5,46440.3,47768.7,49337.8,50528.4,52751.3,52328.6,56186.2
12000,Florida,14,        Wood product manufacturing,682.6,824.2,649.6,750.7,604.7,672.2,773.9,951.9,1012.9,996.3,1231.5,1282.8
12000,Florida,15,        Nonmetallic mineral product manufacturing,1329.7,1290.8,1628.5,2011.1,2087.9,2280.7,2290.8,2622.6,2594.6,2722.7,2843.6,2977.8
12000,Florida,16,        Primary metal manufacturing,425.8,515.9,562.5,600.4,607.9,613.8,2215.1,1980.2,1961.9,2268.8,2910.2,2011.5
12000,Florida,17,        Fabricated metal product manufacturing,2371.1,2298,2328.1,2575.4,2657.8,2917.1,2918,3133.9,3119.2,3281.9,3284.1,3756.5
12000,Florida,18,        Machinery manufacturing,1807.5,2085.7,2022.5,2447.4,3402.3,3172.3,2929.9,2994.9,3686.3,3992.3,4110.4,4739.1
12000,Florida,19,        Computer and electronic product manufacturing,7225.3,6656.2,6151,6300.9,7476.9,7772.5,8277.6,8846.7,9264.2,8961.7,8836.9,9164.9
12000,Florida,20,"        Electrical equipment, appliance, and component manufacturing",969.4,871.1,905,997,1037,1141.3,1046.6,1158.4,1218,1048.6,1260.5,1370.8
12000,Florida,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",384.8,544.1,468.5,526,513.7,482.6,512.4,509.5,517.1,633.3,568.7,763.7
12000,Florida,22,        Other transportation equipment manufacturing,3847.3,4117.7,3740.2,3780.6,3481.6,3958.3,4416.1,4484.4,5012.5,5146.5,4553,5084.7
12000,Florida,23,        Furniture and related product manufacturing,534.9,555.3,558,655.5,656.3,785.7,767.5,734.3,742.5,767.6,709.1,790.9
12000,Florida,24,        Miscellaneous manufacturing,3568.9,3163.8,3285.3,3440.3,3730.1,3580.6,3681.7,4102.6,4251.3,4395.7,4301,4880
12000,Florida,26,        Food and beverage and tobacco product manufacturing,5667.5,5827.6,5341.1,5345.4,5736.3,5966.5,6111.8,5887.2,5595.2,5694.5,5536.7,6063.3
12000,Florida,27,        Textile mills and textile product mills,264.6,221.9,228.7,282.8,321.4,309.5,327.7,285.9,271.2,311.8,298.2,321.4
12000,Florida,28,"        Apparel, leather, and allied product manufacturing",199.1,176.8,187.4,190.4,204.4,200.8,210.1,211,217,206.6,188.4,229.8
12000,Florida,29,        Paper manufacturing,1495.3,1458.8,1509.1,1489.7,1481.6,1629.3,1525.5,1219.7,1331.7,1393.2,1518.9,1493.1
12000,Florida,30,        Printing and related support activities,1144.7,1202.4,1275,1332.7,1414.1,1339.9,1381,1329.3,1392.4,1437.3,1237.1,1356.4
12000,Florida,31,        Petroleum and coal products manufacturing,1434.6,520.9,773,691.4,1454.7,1831.5,1789.8,2412.2,2241.8,2004.1,2337.3,2814.1
12000,Florida,32,        Chemical manufacturing,3986.3,4480.6,4142.2,5410.6,4452.6,6770.9,6022.2,6244.6,5767.4,6912.4,6321.2,6610.5
12000,Florida,33,        Plastics and rubber products manufacturing,1079.5,1098.4,1095.1,1049.6,1146.5,1207.1,1283,1159.3,1268.2,1274.9,1290.3,1375.3
13000,Georgia,2,  Private industries,373152.6,381302.3,388203.2,397106.6,412514.6,430898.1,448855.4,464649.1,479473,497652.4,477917.9,515308.5
13000,Georgia,12,    Manufacturing,47603.7,49431,48492.8,49106.5,50487.8,51291,53505.8,55095.1,54262.9,54090.4,50972.6,55939.7
13000,Georgia,14,        Wood product manufacturing,1104,1090.9,1366,1380.3,1291.7,1389,1464.4,1709.3,1767.1,1906.8,1953.2,1522
13000,Georgia,15,        Nonmetallic mineral product manufacturing,1586.6,1717.7,1624.2,1813.5,1737.4,1926.5,1870.8,1822,1907.4,1914,1807.1,1948
13000,Georgia,16,        Primary metal manufacturing,530,719,927.9,910.7,804.8,946.9,1227.1,1020.2,1158,1302.6,1641.4,1604.6
13000,Georgia,17,        Fabricated metal product manufacturing,2090.9,2289.3,2236.1,2448.1,2427.2,2513,2689.3,2846.6,2967.7,2966.2,3117.6,3472.9
13000,Georgia,18,        Machinery manufacturing,2589.3,2644.4,2575.1,2760.8,2934.5,3139.7,3067.5,3273.3,3190.6,3209.4,3037.9,3605.4
13000,Georgia,19,        Computer and electronic product manufacturing,2060.3,2180.4,1787.1,1912,2496.6,2418.3,2315.3,1878.2,2091.4,2030.5,1834.1,1949.8
13000,Georgia,20,"        Electrical equipment, appliance, and component manufacturing",2099,1897,2539.4,2835.1,2325.6,2537.8,2390.3,2675,2494.9,2445.4,2360.5,2660.9
13000,Georgia,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",1240,1922.1,2153.8,2183.3,2320.7,2148.5,2322.5,2827.6,2845.3,3275.4,2985.7,4066.8
13000,Georgia,22,        Other transportation equipment manufacturing,3836.8,4132.2,4513.4,4405.5,4888.1,4523.8,4938.1,5387,5011.8,5893.9,4274,5456.5
13000,Georgia,23,        Furniture and related product manufacturing,682.8,679.2,640.2,635.5,776.7,829.4,933,821.3,904.7,855.3,788.1,911.5
13000,Georgia,24,        Miscellaneous manufacturing,1180.5,1289.1,1364.9,1287.8,1334.5,1250.2,1441.1,1401.4,1376,1374.2,1347.4,1574.6
13000,Georgia,26,        Food and beverage and tobacco product manufacturing,11330,11794,11115.5,10730.9,11102.5,11072.8,11582.9,11943.5,11858.3,10107.7,8796.1,9928.5
13000,Georgia,27,        Textile mills and textile product mills,3514.9,3508.6,3730.2,3921.6,3990.6,3962.6,4185,4493,4177.4,4044,3828.3,4057.1
13000,Georgia,28,"        Apparel, leather, and allied product manufacturing",131.3,116.1,131,113.7,109.4,91.1,93.9,103.7,113.8,95.9,73,97.2
13000,Georgia,29,        Paper manufacturing,3427.8,3686.2,3540,3541.7,3778.4,3986.6,3902.9,3284.4,3417.9,3500.4,4012.5,3981.2
13000,Georgia,30,        Printing and related support activities,1218.2,1221.7,1262.3,1251.4,1308.4,1214.6,1228.6,1114.7,1194.6,1135.9,958.9,1032.3
13000,Georgia,31,        Petroleum and coal products manufacturing,865.3,547.9,333,395.7,677.1,640.7,1004,958.9,535.1,945.6,891.6,1168.7
13000,Georgia,32,        Chemical manufacturing,5970.8,5647.3,4455.5,4403.8,4091.5,4167.8,4355.9,4718.7,4418.4,4428.4,4817.6,4836.5
13000,Georgia,33,        Plastics and rubber products manufacturing,2325.7,2384.7,2197.2,2177.8,2176.3,2609.1,2773.4,2872.2,2762.3,2694.9,2525.1,2619.9
15000,Hawaii,2,  Private industries,54014.4,54635.1,55798.3,57246.6,57468.2,59834.5,60942.4,62698.4,64086.5,63584.6,54598.8,58860.5
15000,Hawaii,12,    Manufacturing,1540.4,1450.3,1432.6,1595.3,1727.4,1729.7,1824.1,1783.5,1782.5,1565.4,1433.8,1551.1
15000,Hawaii,14,        Wood product manufacturing,15.3,13.4,12,11.3,8.6,10.1,9.9,12.3,9.5,11.6,11.9,10.6
15000,Hawaii,15,        Nonmetallic mineral product manufacturing,79.6,89.7,95.9,109.5,115.1,117.3,116.1,119,109.5,109,104.2,101
15000,Hawaii,16,        Primary metal manufacturing,0.5,0.5,0.6,0.9,0.8,0.9,1.3,0.9,1.1,0.6,1.4,5.9
15000,Hawaii,17,        Fabricated metal product manufacturing,28.4,26.8,27.5,27.8,27.4,29.1,33.1,31.3,29.5,24.2,27.1,32
15000,Hawaii,18,        Machinery manufacturing,6.4,7.2,8.6,6.9,5.2,4.7,6.4,7.5,6.3,5.3,5.4,5.8
15000,Hawaii,19,        Computer and electronic product manufacturing,25.9,22.4,22.5,34.6,28.9,33.3,32.5,41.1,43.4,49.4,51.3,55.1
15000,Hawaii,20,"        Electrical equipment, appliance, and component manufacturing",2.9,5,3.7,1.5,1.2,1.9,2.4,3.2,3.2,3.1,2.8,3
15000,Hawaii,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",1.4,1.8,0.5,0.6,0.6,0.6,0.3,0.4,0.5,0.5,1.1,1.4
15000,Hawaii,22,        Other transportation equipment manufacturing,104.7,133.4,94.2,91.1,70.7,74.8,97.4,98.3,103.5,118.4,89.2,120.7
15000,Hawaii,23,        Furniture and related product manufacturing,19.5,18.4,16.5,16.7,16.1,16.1,19.5,25.9,31.1,30.6,28.3,28.8
15000,Hawaii,24,        Miscellaneous manufacturing,46.6,44.7,45.3,56.8,59.5,39.1,49,59.2,66.1,55,34.8,47.4
15000,Hawaii,26,        Food and beverage and tobacco product manufacturing,384.2,363,379.5,402,427.5,447.6,465.9,389.8,472.1,422.9,385.3,428.1
15000,Hawaii,27,        Textile mills and textile product mills,12.6,11.6,11.3,11.4,10.9,13.1,14.5,14.7,15.4,15.8,13.8,12.5
15000,Hawaii,28,"        Apparel, leather, and allied product manufacturing",14,19.2,20.2,22.2,20.2,21.2,17.7,18.4,17.5,17.4,10.6,13.4
15000,Hawaii,29,        Paper manufacturing,5.3,4.9,2.9,2.4,4.6,6.8,7.2,6.8,6.5,7,7.4,6.2
15000,Hawaii,30,        Printing and related support activities,42.9,46.6,49.9,51.2,68.9,59.9,61.8,57.6,59.1,49,29.6,32
15000,Hawaii,31,        Petroleum and coal products manufacturing,692.8,451.7,441.3,523,792.9,800.9,834.1,861.8,713.9,511.3,540.8,553.7
15000,Hawaii,32,        Chemical manufacturing,82.5,167,174.3,202.5,90.2,76.2,74.3,78.1,92.6,89.4,83,81.7
15000,Hawaii,33,        Plastics and rubber products manufacturing,20.4,22.2,25.9,25.7,26.4,25.7,29.9,30.9,25.6,24.4,24.5,24.4
16000,Idaho,2,  Private industries,49997.7,50095.6,50133,52526.4,54462.4,54880.4,57117.7,58315.2,62077.8,65276.1,66243.8,71176.7
16000,Idaho,12,    Manufacturing,6720.1,6880.8,7003.2,6907,7058.6,6785.3,6997.3,7257.5,8133,8414.7,8269.2,8655.1
16000,Idaho,14,        Wood product manufacturing,326.1,384.1,446.1,420.4,441.5,472.1,503.8,534.8,514.2,554.3,525.9,403.8
16000,Idaho,15,        Nonmetallic mineral product manufacturing,89.8,85,88.1,98.1,100.9,99.8,106.7,116.7,147.7,124.7,143.3,164.3
16000,Idaho,16,        Primary metal manufacturing,148.2,185.5,255.9,257.1,220.4,237.4,236,174.8,144.8,176.5,224.3,163.3
16000,Idaho,17,        Fabricated metal product manufacturing,341.3,329.3,352.6,390.3,384.2,380.1,464.4,457.7,430.2,573,589.5,700.4
16000,Idaho,18,        Machinery manufacturing,216,252.6,237.5,314.7,233.4,239.1,222,237.5,272.6,251.9,275.2,329
16000,Idaho,19,        Computer and electronic product manufacturing,2858.1,2674.2,2493.6,2367.7,2742,2129.3,2353.8,2336.2,2955.6,2674.9,2260.3,2351.3
16000,Idaho,20,"        Electrical equipment, appliance, and component manufacturing",88.3,88.7,103.1,74.9,77.7,103.8,146.9,133,140.3,123,128,154.1
16000,Idaho,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",61.4,83.1,103.4,103.4,81.4,76.1,81,97.6,115.8,109.3,130.7,182.5
16000,Idaho,22,        Other transportation equipment manufacturing,114.7,106.4,105.5,105.7,106.5,112.2,118.8,109.3,112.6,123.7,93.1,116.2
16000,Idaho,23,        Furniture and related product manufacturing,74.3,73.5,72.2,80.8,89,90.1,90.6,79.3,100.9,96.7,114,128.6
16000,Idaho,24,        Miscellaneous manufacturing,87.6,102,114.9,125.2,102.4,97.5,117,123.2,117,124.5,136.5,161.2
16000,Idaho,26,        Food and beverage and tobacco product manufacturing,1479.6,1593.5,1638.2,1631.7,1657.2,1718.8,1574.9,1805.8,2079.9,2412.4,2517.8,2699.3
16000,Idaho,27,        Textile mills and textile product mills,21.3,16.7,21.7,17.6,22.2,21.1,23.5,20.9,19.1,17.1,17.4,21.9
16000,Idaho,28,"        Apparel, leather, and allied product manufacturing",17.8,17.6,21.7,24.9,24.9,27.4,20.1,15.5,13.7,13.5,16.7,22
16000,Idaho,29,        Paper manufacturing,146.8,149.2,174.2,179.5,205.7,242.1,243,219.9,229,237.9,248.7,228.8
16000,Idaho,30,        Printing and related support activities,67.7,67.8,66.3,94,131.7,145.7,139,119.5,113.3,99.6,83.6,88.9
16000,Idaho,31,        Petroleum and coal products manufacturing,19.1,66.8,86.9,31.4,44.7,64.3,36.6,31.5,24.5,30.7,13.9,18
16000,Idaho,32,        Chemical manufacturing,384.4,453.5,473.9,422.3,224.3,283.5,294.5,364.5,379.5,342.4,339.4,351.4
16000,Idaho,33,        Plastics and rubber products manufacturing,142.9,147.7,147.3,161.9,181.1,205.3,198.8,195.9,188.4,231.9,244.2,254.4
17000,Illinois,2,  Private industries,620759.1,635597.6,651576.9,651282.5,667721.9,679808.4,678162.6,681051,700784.3,704670.7,664426,710046.2
17000,Illinois,12,    Manufacturing,93121,98931.8,103715.2,97066.8,99689.5,96937.3,95568,97553.9,104205.6,103769.8,96644.4,103260.7
17000,Illinois,14,        Wood product manufacturing,435.7,484.7,425.6,445.8,356.6,446.1,388,370.4,413.5,442.5,463.3,359.4
17000,Illinois,15,        Nonmetallic mineral product manufacturing,1435.8,1618.2,1709.3,1732.1,1633.9,1712.4,1835.3,1886.4,1896.1,1773.3,1809.3,1880.3
17000,Illinois,16,        Primary metal manufacturing,1838.9,2286.3,2689.8,2723.7,2711.4,2550.2,2918,2479.9,2638.8,2761.8,3065.3,2944.1
17000,Illinois,17,        Fabricated metal product manufacturing,9001.8,9352.2,9609.2,9137.1,9106.9,9093.6,8825.2,9461.5,9535.5,9041.4,8268.8,9132.8
17000,Illinois,18,        Machinery manufacturing,15519.9,18977,21849.1,16454.5,16412.9,13664.5,11710.9,11320,12598.2,12114.9,10357.1,11182.5
17000,Illinois,19,        Computer and electronic product manufacturing,7108.1,6860.9,5478.2,6897.9,5950.3,6401.5,6077.8,6523.5,7672,8597.2,8040.2,8339.2
17000,Illinois,20,"        Electrical equipment, appliance, and component manufacturing",3127,3006.7,3136.4,3634.1,3361.3,3904.7,3635.6,4048.9,3917.9,3573.7,3523,3892.2
17000,Illinois,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",2529,3105.2,3742.6,3587.3,3738.6,3547.8,3675.3,3780.6,4175.3,4490.6,3974.3,4779.6
17000,Illinois,22,        Other transportation equipment manufacturing,840.9,925,1028.1,967.1,934.4,729,744.8,712,725.6,717.8,628.2,697.8
17000,Illinois,23,        Furniture and related product manufacturing,833.9,872.7,934.5,1078.2,1161,1149.9,1182.4,1021.6,1063.5,1042.5,962.4,1003.2
17000,Illinois,24,        Miscellaneous manufacturing,4508,4340.1,4383.5,4506.3,4383.3,4141,5202.6,5171.7,4829.8,5210.1,4646.4,4800.9
17000,Illinois,26,        Food and beverage and tobacco product manufacturing,12449.7,11578.2,10460.5,11265.6,11209.9,11861.6,11684,11055,11302.5,11934.5,11763.8,12914.2
17000,Illinois,27,        Textile mills and textile product mills,201.8,164.5,179.3,203.7,261.5,275.8,278.6,235.6,228.8,231.1,231.9,264.2
17000,Illinois,28,"        Apparel, leather, and allied product manufacturing",286,362.6,323.9,280.3,282,249.3,250.4,313.5,343.9,363.8,256.6,319.2
17000,Illinois,29,        Paper manufacturing,2020.1,2100.9,1854.2,1997.7,1834.2,2026.2,1944.8,1858.9,1828.1,1813.8,1792.9,1813.9
17000,Illinois,30,        Printing and related support activities,2556.6,2610.5,2602.9,2679.8,2634.4,2515,2631.3,2523.3,2786.7,2529.6,2223.5,2338.7
17000,Illinois,31,        Petroleum and coal products manufacturing,6025.6,10679.2,10816.2,9861.2,13949.8,11745.6,9052.6,9993.4,12288.4,11628.4,5926.9,6635.2
17000,Illinois,32,        Chemical manufacturing,16337.7,14854.2,17663.3,14892.4,15873.7,15968.4,17622.8,18909.1,20360,20003.4,21112.6,21484.5
17000,Illinois,33,        Plastics and rubber products manufacturing,5280.7,4727.4,4828.4,4790.7,4653.8,5312,5296.3,5574.4,5861.8,5804.6,5339,6288.8
18000,Indiana,2,  Private industries,268459.7,270387.4,272337.1,280310.4,288162.8,285333.9,290606.8,295053.2,305869.2,307590.4,296951.2,316276.8
18000,Indiana,12,    Manufacturing,88264.2,86596.3,82808,88099.5,91339.7,85776.4,87679.1,88055.8,92270.9,92122.1,87265.3,95214.7
18000,Indiana,14,        Wood product manufacturing,613.1,647.8,667.8,605,608.8,769.6,866.3,921.1,846.8,905.5,776.3,854.3
18000,Indiana,15,        Nonmetallic mineral product manufacturing,1115.9,1203.2,1216.3,1413.9,1416.6,1464.5,1397.8,1634.4,1667.5,1735.7,1630.4,1665
18000,Indiana,16,        Primary metal manufacturing,7343.1,5931.1,7854.6,10005.8,9493.1,11258.5,12265,9699.3,10765,10737.8,11210.5,11051.4
18000,Indiana,17,        Fabricated metal product manufacturing,5008.2,5414.8,5741.7,5658.4,5949.7,5991.8,5858.7,6415.9,6527.2,6428.1,5905,6559
18000,Indiana,18,        Machinery manufacturing,5044.2,5043.5,5285.8,5824.7,5375.8,5285.3,5018.4,4929.4,5649.7,5682.5,5193.6,5917.1
18000,Indiana,19,        Computer and electronic product manufacturing,2153.7,2064.2,2467.1,2581,2346,2582.8,2428.5,2357.7,2208.6,2403.6,2066.2,2167.9
18000,Indiana,20,"        Electrical equipment, appliance, and component manufacturing",1007.3,961.3,890.9,919.8,717,938.8,902.1,1006.5,862.9,938.8,874.8,975.9
18000,Indiana,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",12954.9,13593.1,13291.2,13702.4,14516.7,14599.7,15413.1,16060.6,16548.2,16673.3,15855,21731.3
18000,Indiana,22,        Other transportation equipment manufacturing,1850.7,2086.8,2030.7,1830.5,1759.9,1888.4,2103.3,2005,2101.6,2203.3,1594.4,2114.3
18000,Indiana,23,        Furniture and related product manufacturing,1264,1304.8,1314.7,1569.8,1620.1,1650.1,1786.7,1951.6,2128.3,1876,1724.2,1895.2
18000,Indiana,24,        Miscellaneous manufacturing,7026.6,6717.8,5142,3526,4205.8,4122.1,3878.7,4480.4,4869.4,4870.1,4508.7,4926.4
18000,Indiana,26,        Food and beverage and tobacco product manufacturing,4699.4,5116.8,4479.8,4642.4,5398.7,5885.9,5893.5,5917.7,5797.5,6175.2,5990.7,6513.6
18000,Indiana,27,        Textile mills and textile product mills,172.5,155.9,173.3,178.5,212.5,212.8,206.1,221.5,220.3,169.7,185.2,207.7
18000,Indiana,28,"        Apparel, leather, and allied product manufacturing",185.7,112,89.7,119.2,108.8,102.2,94.1,87,76.2,54.3,49.3,60.1
18000,Indiana,29,        Paper manufacturing,881,856.7,917,869.7,919.7,948.3,984.7,982.8,1156.2,1209.1,1147.9,1192.4
18000,Indiana,30,        Printing and related support activities,1308.2,1360.6,1212.6,1229.2,1208.2,1167.1,1176.5,1177.8,1158.2,1105.7,950.8,979.4
18000,Indiana,31,        Petroleum and coal products manufacturing,5758.5,6667.2,5500.4,4263.4,7441.8,5880.8,5883.6,7106.8,7459.9,6577,4681.8,3553.5
18000,Indiana,32,        Chemical manufacturing,27074.6,24841.1,21616.9,25820.8,25245.2,18231.5,18630.9,17930.4,19125.9,19356.6,19625.4,19059.2
18000,Indiana,33,        Plastics and rubber products manufacturing,2779.6,2745.6,2915.6,3310.8,3261.7,3373.2,3597.7,3661.8,3678.6,3256.9,2956.8,3077.8
19000,Iowa,2,  Private industries,132005.8,134478.7,140511.6,140474.8,148348.6,152738.9,151490.1,151893.4,154452.4,154731.8,152194.5,161139
19000,Iowa,12,    Manufacturing,28059.6,27256.3,29568.7,28896.3,31775.5,31522.6,27608.1,29277,30745.5,30662.7,30591,32669.8
19000,Iowa,14,        Wood product manufacturing,520.3,564.1,545.4,526.3,484,594,652.5,690.8,706.9,801.3,672.2,684.4
19000,Iowa,15,        Nonmetallic mineral product manufacturing,608.8,632.3,733.2,719.8,793.6,947.4,932.7,1039.4,817.4,612.2,764.5,786.2
19000,Iowa,16,        Primary metal manufacturing,756.8,931,859.2,1127.7,1006.2,1341.1,1287,1349.9,1379.7,1601.4,2007.9,1755.2
19000,Iowa,17,        Fabricated metal product manufacturing,1408.7,1508.7,1658.9,1697.2,1726.9,1803.1,1541.1,1866.8,1914.2,1957.3,1738.8,1906.5
19000,Iowa,18,        Machinery manufacturing,6002.6,5056.5,8926.9,6092.3,8675.5,7169.5,4948.6,5961.8,6074.6,6853.1,6970.5,8149.9
19000,Iowa,19,        Computer and electronic product manufacturing,1734.8,1882,1639.6,1857.6,2085.9,2122.6,2033.3,2123.7,2527.3,2232,2307.3,2165.6
19000,Iowa,20,"        Electrical equipment, appliance, and component manufacturing",746.8,594.9,616.7,800.4,635.9,846.7,776.7,871.6,1056.9,956.1,779.4,840.2
19000,Iowa,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",819.2,1293,1109,1088.4,1136.8,925.7,764.3,752.7,814,807.7,718.5,963
19000,Iowa,22,        Other transportation equipment manufacturing,240.2,249,278.3,253.2,286.8,343.6,363.5,309.5,298.5,318.2,239.7,304.2
19000,Iowa,23,        Furniture and related product manufacturing,589.1,638.4,704.8,535.3,708.5,771.6,781.5,752.2,770,719.2,740.3,751
19000,Iowa,24,        Miscellaneous manufacturing,491.1,466.1,659,423.3,398.5,357.7,384.6,416.6,554.2,534.8,527.3,616.9
19000,Iowa,26,        Food and beverage and tobacco product manufacturing,7027.6,6349.6,5854.3,5969,5684.5,6681.6,6499.8,5914.5,6623.8,6727.7,7275.2,7605.9
19000,Iowa,27,        Textile mills and textile product mills,63.2,56.1,70.1,64.7,56.3,52.5,49.7,51.5,42.6,37.4,36.5,37.5
19000,Iowa,28,"        Apparel, leather, and allied product manufacturing",55.9,67.1,54,47.6,40.9,45.3,48.8,52.8,60.8,58.5,40.1,49.8
19000,Iowa,29,        Paper manufacturing,694.2,642.2,588.2,725.2,759.4,782.1,713,628.8,665.9,560.8,667.8,601.4
19000,Iowa,30,        Printing and related support activities,523,530.7,487.5,526.8,508.6,475,505.9,460.1,505.5,505,409.9,475
19000,Iowa,31,        Petroleum and coal products manufacturing,201.8,162.1,180.5,223.7,310.7,351,290.4,254.6,411.1,243.8,286.7,352.5
19000,Iowa,32,        Chemical manufacturing,4596.1,4526.9,3514.9,5195.6,5436.9,4936.8,4137.4,4769.5,4570.9,4181.1,3647,3744
19000,Iowa,33,        Plastics and rubber products manufacturing,1046.5,1110,1088,1071.2,1052.8,1090.2,1078.4,1154.6,1292.1,1218,1209.9,1233.4
20000,Kansas,2,  Private industries,115946.7,119663,122093.3,122359.9,126166.7,130077.2,134985.6,136734.6,140039.7,140866.5,139973.7,143920.6
20000,Kansas,12,    Manufacturing,21532.3,23522.9,23105.3,19556.1,21732.1,22853.2,23795.5,24654.1,26159.6,26394.4,25120.8,26389.1
20000,Kansas,14,        Wood product manufacturing,111.1,98.5,119.4,129.1,99.4,138.1,145.6,116.5,127.9,131.7,109,113.7
20000,Kansas,15,        Nonmetallic mineral product manufacturing,450.3,389.3,459.4,542.1,514.2,536.8,505,481.7,527.4,489.5,531.4,537.8
20000,Kansas,16,        Primary metal manufacturing,155,201.6,244.5,185.3,211.1,175.5,184.1,177.1,184.3,214.3,209.2,195.9
20000,Kansas,17,        Fabricated metal product manufacturing,1071.7,1066.8,1136.9,1218.2,1266.5,1229.1,1256.9,1136.6,1241.4,1317.6,1135.3,1210.7
20000,Kansas,18,        Machinery manufacturing,1501,1820.9,1791.1,1763.5,1774.7,1703,1530.4,1854.8,1918.9,2009.5,1934.6,2327.8
20000,Kansas,19,        Computer and electronic product manufacturing,1279.6,1241.1,1121.2,1165.7,751.7,707.4,616.7,657.9,644.6,710.8,986.9,1063.7
20000,Kansas,20,"        Electrical equipment, appliance, and component manufacturing",423.6,399.5,299.7,335.8,385.1,429,497.5,425.6,468.7,417.2,330.2,368.9
20000,Kansas,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",1030,1284.9,1226.7,1068.8,1085.4,1027.7,1101.9,825,832.4,890.2,779.7,838.3
20000,Kansas,22,        Other transportation equipment manufacturing,5373.1,5652.1,5194.3,3213.9,4392.6,5226.6,6326.8,6726.4,6620.6,6797.4,5848.6,6156.9
20000,Kansas,23,        Furniture and related product manufacturing,235.4,212.2,166.3,186.4,200.1,219.1,231,171.1,185,172,174.2,185.7
20000,Kansas,24,        Miscellaneous manufacturing,326,316.2,306.3,296.9,303.5,293.1,342.9,345.9,259.3,309.5,315.8,340.2
20000,Kansas,26,        Food and beverage and tobacco product manufacturing,3550.8,3600.1,3382.1,3267.9,3556.8,3821.7,3609.3,3976.4,5028,5127.4,5495.1,6110.5
20000,Kansas,27,        Textile mills and textile product mills,51.2,46.2,60.3,61.6,50.8,48.5,50,47.1,55.4,60.9,47,47
